Genome,Scheme,ST,ddl,gdh,atpA,gyd,adk,pstS,purK
GCF_900639525.fna.gz,efaecium,192,1,1,15,1,1,7,1
GCF_900639535.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900639545.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900639555.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900639565.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900639575.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_900639585.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900639595.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900639605.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900639615.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900639625.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900639635.fna.gz,efaecium,598,1,1,5,1,1,11,1
GCF_900639655.fna.gz,efaecium,266,1,6,15,1,1,7,6
GCF_900639705.fna.gz,efaecium,1147,2,12,18,1,1,1,6
GCF_000147315.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_902159555.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_902160305.fna.gz,efaecium,-,4,12,9,2,5,2,
GCF_902160525.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_902161175.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_902161395.fna.gz,efaecium,-,8,8,25,10,6,19,8
GCF_902161605.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_902161615.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_902161635.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_902161725.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_902161815.fna.gz,efaecium,512,25,1,8,1,15,14,11
GCF_902162005.fna.gz,efaecium,-,8,10,5,8,11,26,23
GCF_902164525.fna.gz,efaecium,830,61,8,11,10,6,10,8
GCF_902165445.fna.gz,efaecium,-,7,5,15,1,1,90,7
GCF_902165525.fna.gz,efaecium,524,5,12,4,1,1,20,3
GCF_902165765.fna.gz,efaecium,-,8,8,13,6,6,,8
GCF_902165855.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_902165865.fna.gz,efaecium,-,3,1,3,1,1,2,14
GCF_902165955.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_902166525.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_902385775.fna.gz,efaecium,163,13,9,5,8,6,37,15
GCF_907165365.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_907176815.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_900639715.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_900639725.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_900639745.fna.gz,efaecium,16,2,1,1,1,1,1,1
GCF_900640265.fna.gz,efaecium,310,2,1,9,22,1,7,6
GCF_900682725.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_900683465.fna.gz,efaecium,71,3,1,15,1,1,1,2
GCF_900683475.fna.gz,efaecium,160,3,1,4,1,1,1,27
GCF_900683525.fna.gz,efaecium,-,3,1,9,1,3,1,2
GCF_900683555.fna.gz,efaecium,512,25,1,8,1,15,14,11
GCF_900683575.fna.gz,efaecium,27,7,5,2,1,1,1,7
GCF_901482465.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_902158965.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_902158975.fna.gz,efaecium,524,5,12,4,1,1,20,3
GCF_902159035.fna.gz,efaecium,361,8,8,13,6,6,51,8
GCF_902159225.fna.gz,efaecium,345,8,8,25,10,6,48,8
GCF_902159235.fna.gz,efaecium,345,8,8,25,10,6,48,8
GCF_902159245.fna.gz,efaecium,1238,8,8,13,6,6,59,59
GCF_902159305.fna.gz,efaecium,-,8,8,25,10,6,19,8
GCF_902159325.fna.gz,efaecium,-,8,8,25,10,6,19,8
GCF_902159345.fna.gz,efaecium,1116,13,9,10,17,6,19,15
GCF_902159355.fna.gz,efaecium,253,7,3,3,1,1,1,35
GCF_902159365.fna.gz,efaecium,253,7,3,3,1,1,1,35
GCF_902159475.fna.gz,efaecium,253,7,3,3,1,1,1,35
GCF_902159505.fna.gz,efaecium,361,8,8,13,6,6,51,8
GCF_902159925.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_902160485.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_902161965.fna.gz,efaecium,-,8,10,5,8,11,26,23
GCF_902162355.fna.gz,efaecium,21,3,1,9,1,1,1,2
GCF_902165155.fna.gz,efaecium,1244,8,8,36,17,15,27,23
GCF_902165995.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_902166835.fna.gz,efaecium,361,8,8,13,6,6,51,8
GCF_907177285.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_000157595.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_902386195.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_000148145.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000294815.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000295615.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_902160635.fna.gz,efaecium,345,8,8,25,10,6,48,8
GCF_902160645.fna.gz,efaecium,345,8,8,25,10,6,48,8
GCF_902160705.fna.gz,efaecium,345,8,8,25,10,6,48,8
GCF_902160865.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_902160955.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_902161005.fna.gz,efaecium,1533,3,1,5,1,1,27,2
GCF_902161035.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_902161055.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_902161735.fna.gz,efaecium,-,7,5,15,1,1,90,7
GCF_902161985.fna.gz,efaecium,800,8,8,13,6,6,88,8
GCF_902163095.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_902163145.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_902163255.fna.gz,efaecium,60,8,8,13,11,6,10,8
GCF_902164005.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_902164045.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_902164105.fna.gz,efaecium,253,7,3,3,1,1,1,35
GCF_902165375.fna.gz,efaecium,361,8,8,13,6,6,51,8
GCF_902166385.fna.gz,efaecium,39,6,4,6,3,2,3,4
GCF_907176135.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_000295115.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000294995.fna.gz,efaecium,125,3,1,7,5,1,1,1
GCF_000321705.fna.gz,efaecium,127,2,6,2,1,1,11,6
GCF_000321745.fna.gz,efaecium,5,2,1,5,1,5,1,9
GCF_000172655.fna.gz,efaecium,32,3,1,3,1,1,1,2
GCF_000321885.fna.gz,efaecium,75,8,8,13,6,11,28,23
GCF_000321905.fna.gz,efaecium,77,8,10,13,6,11,29,23
GCF_000391745.fna.gz,efaecium,123,5,1,5,1,1,1,3
GCF_000391785.fna.gz,efaecium,-,2,1,4,1,5,,9
GCF_000322085.fna.gz,efaecium,289,8,8,13,6,6,40,8
GCF_000322105.fna.gz,efaecium,210,3,1,9,1,3,1,18
GCF_000321505.fna.gz,efaecium,26,2,1,9,1,1,1,6
GCF_000321525.fna.gz,efaecium,9,2,6,5,1,1,7,6
GCF_000322465.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_000328425.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_000295075.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_000295335.fna.gz,efaecium,-,6,4,6,,2,1,4
GCF_000295355.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_000157615.fna.gz,efaecium,582,13,1,1,1,6,1,1
GCF_000391825.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000391845.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000392025.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000392045.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000392215.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_000392255.fna.gz,efaecium,5,2,1,5,1,5,1,9
GCF_000294975.fna.gz,efaecium,494,3,1,15,1,1,20,1
GCF_000295135.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000295155.fna.gz,efaecium,280,3,1,1,1,1,1,1
GCF_000321725.fna.gz,efaecium,64,1,1,7,1,1,1,1
GCF_000321765.fna.gz,efaecium,21,3,1,9,1,1,1,2
GCF_000172675.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000148325.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000322285.fna.gz,efaecium,69,2,1,9,1,6,14,11
GCF_000322305.fna.gz,efaecium,328,13,18,25,10,6,19,17
GCF_000395565.fna.gz,efaecium,1714,2,12,21,1,5,1,6
GCF_000395585.fna.gz,efaecium,9,2,6,5,1,1,7,6
GCF_000322125.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_000322145.fna.gz,efaecium,296,8,8,25,10,6,10,8
GCF_000395765.fna.gz,efaecium,417,7,5,5,2,1,1,7
GCF_000395785.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_000336405.fna.gz,efaecium,860,3,1,3,1,29,1,2
GCF_000390465.fna.gz,efaecium,50,1,6,15,1,1,1,6
GCF_000395965.fna.gz,efaecium,245,2,1,9,1,1,36,6
GCF_000396685.fna.gz,efaecium,5,2,1,5,1,5,1,9
GCF_000157635.fna.gz,efaecium,107,13,18,11,10,6,19,17
GCF_000396885.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000396925.fna.gz,efaecium,16,2,1,1,1,1,1,1
GCF_000321925.fna.gz,efaecium,67,3,13,5,2,1,1,6
GCF_000321945.fna.gz,efaecium,104,3,17,3,1,1,1,2
GCF_000295315.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000393755.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000393775.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000391865.fna.gz,efaecium,185,2,1,5,1,5,20,9
GCF_000391885.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000392315.fna.gz,efaecium,79,3,1,9,1,1,7,6
GCF_000393415.fna.gz,efaecium,785,3,1,2,1,1,86,67
GCF_000392065.fna.gz,efaecium,185,2,1,5,1,5,20,9
GCF_000392085.fna.gz,efaecium,133,2,1,5,1,5,14,9
GCF_000390485.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000391805.fna.gz,efaecium,133,2,1,5,1,5,14,9
GCF_000295235.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_000394555.fna.gz,efaecium,88,3,1,18,1,5,1,9
GCF_000394575.fna.gz,efaecium,16,2,1,1,1,1,1,1
GCF_000172835.fna.gz,efaecium,106,3,1,23,1,1,1,6
GCF_000415305.fna.gz,efaecium,92,3,1,5,1,1,1,2
GCF_000157435.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000295395.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_000395425.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000395445.fna.gz,efaecium,636,5,1,5,1,1,7,3
GCF_000395465.fna.gz,efaecium,636,5,1,5,1,1,7,3
GCF_000415265.fna.gz,efaecium,127,2,6,2,1,1,11,6
GCF_000395605.fna.gz,efaecium,50,1,6,15,1,1,1,6
GCF_000395645.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000322165.fna.gz,efaecium,27,7,5,2,1,1,1,7
GCF_000322205.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_000407085.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000407105.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000396705.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000396745.fna.gz,efaecium,185,2,1,5,1,5,20,9
GCF_000982025.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_001025245.fna.gz,efaecium,-,13,8,13,11,6,10,8
GCF_000395805.fna.gz,efaecium,38,5,3,2,4,1,4,5
GCF_000395845.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000322325.fna.gz,efaecium,310,2,1,9,22,1,7,6
GCF_000322345.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_000295375.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000396945.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000396965.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000391905.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000391925.fna.gz,efaecium,147,2,1,5,1,5,2,9
GCF_000393855.fna.gz,efaecium,860,3,1,3,1,29,1,2
GCF_000394415.fna.gz,efaecium,25,3,1,9,1,1,1,6
GCF_000392105.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000392125.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000393435.fna.gz,efaecium,417,7,5,5,2,1,1,7
GCF_000393675.fna.gz,efaecium,50,1,6,15,1,1,1,6
GCF_000294955.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_000321785.fna.gz,efaecium,27,7,5,2,1,1,1,7
GCF_000321805.fna.gz,efaecium,158,2,6,9,1,1,36,6
GCF_000172875.fna.gz,efaecium,114,3,21,5,6,3,32,18
GCF_000295215.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000295255.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_000295415.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000321545.fna.gz,efaecium,80,1,1,9,12,1,1,1
GCF_000321565.fna.gz,efaecium,150,4,12,5,1,5,1,9
GCF_000157655.fna.gz,efaecium,583,8,14,5,8,6,26,22
GCF_000415285.fna.gz,efaecium,361,8,8,13,6,6,51,8
GCF_000262105.fna.gz,efaecium,160,3,1,4,1,1,1,27
GCF_000294345.fna.gz,efaecium,172,13,18,25,10,6,29,15
GCF_000395625.fna.gz,efaecium,-,1,6,15,1,1,1,
GCF_000395665.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000322185.fna.gz,efaecium,12,2,6,5,1,1,1,6
GCF_000322225.fna.gz,efaecium,1175,13,52,19,6,6,19,37
GCF_000396725.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000396765.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000148025.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000411015.fna.gz,efaecium,160,3,1,4,1,1,1,27
GCF_000411035.fna.gz,efaecium,160,3,1,4,1,1,1,27
GCF_000395825.fna.gz,efaecium,192,1,1,15,1,1,7,1
GCF_000395865.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_000394595.fna.gz,efaecium,16,2,1,1,1,1,1,1
GCF_000394635.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000295515.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000322365.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_000322425.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_000391945.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000394435.fna.gz,efaecium,25,3,1,9,1,1,1,6
GCF_000394475.fna.gz,efaecium,640,3,1,5,1,1,7,6
GCF_000394495.fna.gz,efaecium,636,5,1,5,1,1,7,3
GCF_000395705.fna.gz,efaecium,784,3,1,2,1,25,30,67
GCF_000397025.fna.gz,efaecium,88,3,1,18,1,5,1,9
GCF_000407065.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000764975.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000392195.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000393695.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000393735.fna.gz,efaecium,-,116,,127,3,70,163,
GCF_000394755.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000294935.fna.gz,efaecium,664,2,1,1,1,1,1,44
GCF_000295195.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000295435.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000321825.fna.gz,efaecium,159,3,1,30,1,1,1,2
GCF_000321965.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_000407325.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000407385.fna.gz,efaecium,860,3,1,3,1,29,1,2
GCF_000394675.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000395725.fna.gz,efaecium,784,3,1,2,1,25,30,67
GCF_000295535.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000391965.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000394735.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000499905.fna.gz,efaecium,-,70,36,9,6,6,46,8
GCF_000499945.fna.gz,efaecium,301,2,28,42,1,17,14,11
GCF_000395505.fna.gz,efaecium,636,5,1,5,1,1,7,3
GCF_000395745.fna.gz,efaecium,38,5,3,2,4,1,4,5
GCF_000294915.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_000392145.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000394535.fna.gz,efaecium,-,3,1,14,1,1,1,6
GCF_000395885.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000391985.fna.gz,efaecium,82,2,6,9,1,1,7,3
GCF_000395545.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000295275.fna.gz,efaecium,649,2,1,5,1,5,1,55
GCF_000321845.fna.gz,efaecium,160,3,1,4,1,1,1,27
GCF_000321985.fna.gz,efaecium,92,3,1,5,1,1,1,2
GCF_000322405.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_000395905.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000407345.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000407625.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000172915.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_000394695.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000395925.fna.gz,efaecium,66,5,1,9,1,1,1,3
GCF_000394655.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000395945.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000295555.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000479165.fna.gz,efaecium,281,24,1,9,1,3,1,18
GCF_000499925.fna.gz,efaecium,74,13,14,22,6,6,27,22
GCF_000172615.fna.gz,efaecium,94,8,8,13,6,6,10,8
GCF_000392165.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_000394715.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000395485.fna.gz,efaecium,87,5,1,3,1,1,1,6
GCF_000395525.fna.gz,efaecium,636,5,1,5,1,1,7,3
GCF_000396785.fna.gz,efaecium,5,2,1,5,1,5,1,9
GCF_000392005.fna.gz,efaecium,6,2,1,4,1,5,1,9
GCF_000395685.fna.gz,efaecium,20,1,1,5,8,1,6,1
GCF_000294895.fna.gz,efaecium,752,3,1,1,1,1,1,66
GCF_000397005.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000397045.fna.gz,efaecium,50,1,6,15,1,1,1,6
GCF_000295175.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000321865.fna.gz,efaecium,163,13,9,5,8,6,37,15
GCF_000322005.fna.gz,efaecium,66,5,1,9,1,1,1,3
GCF_000322385.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_000322445.fna.gz,efaecium,78,1,1,15,1,1,1,1
GCF_000479145.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000174395.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000499965.fna.gz,efaecium,104,3,17,3,1,1,1,2
GCF_000295575.fna.gz,efaecium,736,3,1,1,1,1,1,44
GCF_000632355.fna.gz,efaecium,192,1,1,15,1,1,7,1
GCF_000737555.fna.gz,efaecium,812,6,4,6,3,27,3,4
GCF_000396845.fna.gz,efaecium,20,1,1,5,8,1,6,1
GCF_000442045.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000294875.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_000174935.fna.gz,efaecium,42,4,1,17,1,5,1,13
GCF_000477595.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000295055.fna.gz,efaecium,280,3,1,1,1,1,1,1
GCF_000322025.fna.gz,efaecium,69,2,1,9,1,6,14,11
GCF_000322265.fna.gz,efaecium,327,13,9,25,10,6,19,15
GCF_000159675.fna.gz,efaecium,107,13,18,11,10,6,19,17
GCF_000295455.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_000295495.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000157535.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_000322065.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000415345.fna.gz,efaecium,832,3,1,60,2,1,1,2
GCF_000632295.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000313195.fna.gz,efaecium,76,8,10,13,6,11,28,23
GCF_000478305.fna.gz,efaecium,22,3,1,2,1,1,1,2
GCF_000295595.fna.gz,efaecium,549,1,44,15,1,1,1,1
GCF_000396825.fna.gz,efaecium,26,2,1,9,1,1,1,6
GCF_000415365.fna.gz,efaecium,32,3,1,3,1,1,1,2
GCF_000632315.fna.gz,efaecium,192,1,1,15,1,1,7,1
GCF_000322245.fna.gz,efaecium,18,1,1,7,5,1,1,1
GCF_000632335.fna.gz,efaecium,-,1,1,15,,1,7,1
GCF_000148285.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000321585.fna.gz,efaecium,151,5,1,5,1,1,1,6
GCF_000321605.fna.gz,efaecium,5,2,1,5,1,5,1,9
GCF_000396805.fna.gz,efaecium,771,2,1,5,2,5,1,11
GCF_000411655.fna.gz,efaecium,673,4,1,2,1,8,1,1
GCF_000479125.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000294855.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000160315.fna.gz,efaecium,16,2,1,1,1,1,1,1
GCF_000322045.fna.gz,efaecium,66,5,1,9,1,1,1,3
GCF_000411635.fna.gz,efaecium,1453,4,1,40,1,5,116,6
GCF_000477575.fna.gz,efaecium,17,1,1,1,1,1,1,1
GCF_000157555.fna.gz,efaecium,52,9,6,12,1,1,13,3
GCF_000166815.fna.gz,efaecium,-,1,1,7,,1,1,1
GCF_000161855.fna.gz,efaecium,25,3,1,9,1,1,1,6
GCF_000321465.fna.gz,efaecium,9,2,6,5,1,1,7,6
GCF_000321665.fna.gz,efaecium,117,1,1,9,1,1,1,1
GCF_000321625.fna.gz,efaecium,61,8,8,13,6,6,17,8
GCF_000157575.fna.gz,efaecium,327,13,9,25,10,6,19,15
GCF_000294835.fna.gz,efaecium,203,1,1,15,1,1,20,1
GCF_000295015.fna.gz,efaecium,412,1,1,15,1,1,20,44
GCF_000315405.fna.gz,efaecium,-,3,1,,1,1,1,2
GCF_000295035.fna.gz,efaecium,280,3,1,1,1,1,1,1
GCF_000176295.fna.gz,efaecium,25,3,1,9,1,1,1,6
GCF_000321645.fna.gz,efaecium,92,3,1,5,1,1,1,2
GCF_000321485.fna.gz,efaecium,27,7,5,2,1,1,1,7
GCF_000239095.fna.gz,efaecium,192,1,1,15,1,1,7,1
GCF_000313155.fna.gz,efaecium,76,8,10,13,6,11,28,23
GCF_000321685.fna.gz,efaecium,26,2,1,9,1,1,1,6
GCF_000178235.fna.gz,efaecium,720,56,18,11,2,6,81,17
GCF_000239115.fna.gz,efaecium,266,1,6,15,1,1,7,6
GCF_000258325.fna.gz,efaecium,76,8,10,13,6,11,28,23
