Genome,Scheme,ST,ldh,cat,lhkA,abcZ,dapE,dat,bglA
GCF_002446055.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446355.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_000728505.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002444675.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002444695.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002444705.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002444735.fna.gz,lmonocytogenes,36,4,8,1,16,7,13,5
GCF_002444755.fna.gz,lmonocytogenes,70,34,23,13,20,27,16,11
GCF_002444775.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002444795.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002444815.fna.gz,lmonocytogenes,2490,653,8,1,7,87,6,66
GCF_002444835.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_002444855.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002444875.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002444895.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002444935.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002444975.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_002445005.fna.gz,lmonocytogenes,54,1,12,3,1,17,2,1
GCF_002445055.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002445115.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002445215.fna.gz,lmonocytogenes,489,1,12,4,11,3,3,9
GCF_002445355.fna.gz,lmonocytogenes,21,6,3,1,7,10,5,7
GCF_002445485.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_002445635.fna.gz,lmonocytogenes,427,3,66,1,15,18,1,10
GCF_002445765.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002445925.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_002446195.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002446495.fna.gz,lmonocytogenes,-,,11,2,34,15,3,39
GCF_000727225.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002444915.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002444945.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_002444995.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_002445065.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_002445155.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002445235.fna.gz,lmonocytogenes,489,1,12,4,11,3,3,9
GCF_002445365.fna.gz,lmonocytogenes,398,7,19,1,7,6,1,13
GCF_002445515.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002445645.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_002445795.fna.gz,lmonocytogenes,36,4,8,1,16,7,13,5
GCF_002445955.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446215.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446515.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_000728525.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_000801405.fna.gz,lmonocytogenes,381,2,16,1,7,7,5,50
GCF_000801575.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_002446265.fna.gz,lmonocytogenes,217,5,1,3,1,3,7,9
GCF_002446575.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_000728855.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002445855.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002446015.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446295.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002446585.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_000801485.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002446075.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_002446375.fna.gz,lmonocytogenes,36,4,8,1,16,7,13,5
GCF_000801515.fna.gz,lmonocytogenes,1324,1,11,7,230,3,3,1
GCF_002445315.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002445455.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_002445585.fna.gz,lmonocytogenes,-,,18,1,15,18,1,10
GCF_002445735.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002445895.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002446095.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446395.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_000026705.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_002488855.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488925.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002488975.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489065.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489115.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002489195.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489275.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489385.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_002489475.fna.gz,lmonocytogenes,372,2,58,1,7,7,5,10
GCF_000801595.fna.gz,lmonocytogenes,391,2,62,1,7,28,5,6
GCF_002489315.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489425.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_000725925.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_002488845.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_002488895.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_002488965.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489035.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489105.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002489165.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002489235.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489325.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002489435.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_000804465.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_002489185.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489265.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489335.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002489465.fna.gz,lmonocytogenes,372,2,58,1,7,7,5,10
GCF_000806395.fna.gz,lmonocytogenes,328,131,1,3,3,1,3,1
GCF_002446595.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002446625.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446655.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446675.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446695.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446705.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446715.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002446725.fna.gz,lmonocytogenes,36,4,8,1,16,7,13,5
GCF_002446775.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446785.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002446815.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002446825.fna.gz,lmonocytogenes,217,5,1,3,1,3,7,9
GCF_002446835.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_002464895.fna.gz,lmonocytogenes,36,4,8,1,16,7,13,5
GCF_002464905.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002487385.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_002487395.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002487425.fna.gz,lmonocytogenes,124,6,10,1,23,30,6,5
GCF_002487445.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002487455.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002487485.fna.gz,lmonocytogenes,124,6,10,1,23,30,6,5
GCF_002487505.fna.gz,lmonocytogenes,648,7,102,34,5,62,6,29
GCF_002487515.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_002487545.fna.gz,lmonocytogenes,124,6,10,1,23,30,6,5
GCF_002487565.fna.gz,lmonocytogenes,124,6,10,1,23,30,6,5
GCF_002487585.fna.gz,lmonocytogenes,648,7,102,34,5,62,6,29
GCF_002487605.fna.gz,lmonocytogenes,648,7,102,34,5,62,6,29
GCF_002487615.fna.gz,lmonocytogenes,124,6,10,1,23,30,6,5
GCF_002487645.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002487665.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002487685.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002487695.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002487725.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002487735.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002487765.fna.gz,lmonocytogenes,124,6,10,1,23,30,6,5
GCF_002487785.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002487795.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002487825.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002487845.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002487865.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002487875.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002487895.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002487925.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_002487935.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002487945.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_002487975.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_002488005.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_002488015.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_002488025.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002488035.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_002488085.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488105.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002488115.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488125.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002488165.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002488185.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_002488195.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002488205.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_002488215.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002488265.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002488275.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002488305.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002488325.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002488345.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002488365.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002488375.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002488395.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002488425.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488445.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002488465.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002488485.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002488505.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488525.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488535.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488545.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488585.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488605.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_002488625.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488645.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488655.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_002488665.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002488705.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002488725.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_002488735.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002488745.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002488755.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002488805.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002488815.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_002488885.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_002488945.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489025.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489075.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002489145.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489225.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489305.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002489405.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_002489505.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_002489515.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002489545.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_002489565.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_002489575.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002489585.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002489625.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002489645.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489655.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489665.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489675.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489725.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489735.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489765.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489775.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489805.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489825.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489845.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489855.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489885.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489905.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489915.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489945.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489955.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002489985.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002490005.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002490015.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002490045.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002490055.fna.gz,lmonocytogenes,392,94,12,2,2,3,3,4
GCF_002490085.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002490105.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002490125.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002490145.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002490165.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002490175.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002490205.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002490225.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_002522805.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002523005.fna.gz,lmonocytogenes,2402,1,408,3,3,1,3,1
GCF_002523025.fna.gz,lmonocytogenes,2402,1,408,3,3,1,3,1
GCF_002523045.fna.gz,lmonocytogenes,36,4,8,1,16,7,13,5
GCF_002523065.fna.gz,lmonocytogenes,-,4,,1,,7,13,5
GCF_002523085.fna.gz,lmonocytogenes,666,1,11,5,94,3,18,2
GCF_002523105.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002523115.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523125.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523135.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002523185.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002523195.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523205.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523215.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523265.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523275.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523295.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_002523305.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_002523345.fna.gz,lmonocytogenes,398,7,19,1,7,6,1,13
GCF_002523365.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_002523375.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_002523395.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523425.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523435.fna.gz,lmonocytogenes,663,1,12,5,88,3,18,79
GCF_002523465.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523475.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_002523505.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_002523515.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_002523545.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002523555.fna.gz,lmonocytogenes,38,14,15,9,7,8,11,15
GCF_002523585.fna.gz,lmonocytogenes,38,14,15,9,7,8,11,15
GCF_002523605.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002523615.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523625.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_002523665.fna.gz,lmonocytogenes,38,14,15,9,7,8,11,15
GCF_002523675.fna.gz,lmonocytogenes,193,27,37,1,7,6,1,14
GCF_002523695.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523705.fna.gz,lmonocytogenes,193,27,37,1,7,6,1,14
GCF_002523745.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002523755.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523785.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523795.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523825.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002523835.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523845.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523855.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523905.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_002523915.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523945.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_002523955.fna.gz,lmonocytogenes,427,3,66,1,15,18,1,10
GCF_002523985.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002523995.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002524025.fna.gz,lmonocytogenes,38,14,15,9,7,8,11,15
GCF_002524035.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002524065.fna.gz,lmonocytogenes,31,8,10,1,7,19,9,14
GCF_002524085.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002524105.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002524115.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002524135.fna.gz,lmonocytogenes,38,14,15,9,7,8,11,15
GCF_002524165.fna.gz,lmonocytogenes,38,14,15,9,7,8,11,15
GCF_002524185.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002524205.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002524215.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002524245.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_002524265.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002524285.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002524305.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002524325.fna.gz,lmonocytogenes,191,1,36,7,11,2,3,1
GCF_002524335.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002524365.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_002524385.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002524395.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002524405.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002524445.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002524465.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002524485.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002524495.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002524505.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002524545.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002524565.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002524585.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_002524605.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_002524615.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002524625.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_002524665.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_002524685.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_000725945.fna.gz,lmonocytogenes,635,6,3,1,23,30,6,29
GCF_000093125.fna.gz,lmonocytogenes,292,3,2,1,57,29,5,6
GCF_002524695.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_002524725.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002524745.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002524755.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002524785.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_002524805.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002524825.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002524835.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002524845.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002524885.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002524915.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002524945.fna.gz,lmonocytogenes,398,7,19,1,7,6,1,13
GCF_002524965.fna.gz,lmonocytogenes,38,14,15,9,7,8,11,15
GCF_002524995.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002525045.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525085.fna.gz,lmonocytogenes,26,2,8,1,5,21,6,10
GCF_002525115.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_002525165.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525205.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525235.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525245.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_002525255.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525305.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525325.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002525345.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525405.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002525445.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525475.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525525.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002525585.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_002525605.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525615.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525645.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002525875.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_002525955.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_002526055.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002526075.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002526095.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_002526115.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002526135.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002526155.fna.gz,lmonocytogenes,36,4,8,1,16,7,13,5
GCF_002526215.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_002526335.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_002526375.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
