Scheme	Genome	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
cdifficile	GCF_006408255.fna	4306519	4	1076629.75	4267395	9278	0	0	4267395	1	4267395	1	4267395	1
cdifficile	GCF_006408285.fna	4221541	2	2110770.5	4210745	10796	0	0	4210745	1	4210745	1	4210745	1
cdifficile	GCF_006408325.fna	4233325	2	2116662.5	4226490	6835	0	0	4226490	1	4226490	1	4226490	1
cdifficile	GCF_006408335.fna	4361487	3	1453829	4336356	8820	0	0	4336356	1	4336356	1	4336356	1
cdifficile	GCF_006408375.fna	4103613	3	1367871	4052310	5111	0	0	4052310	1	4052310	1	4052310	1
cdifficile	GCF_006408415.fna	4136145	6	689357.5	4057018	1217	0	0	4057018	1	4057018	1	4057018	1
cdifficile	GCF_006408435.fna	4197090	3	1399030	4172567	9477	0	0	4172567	1	4172567	1	4172567	1
cdifficile	GCF_006454545.fna	4231817	2	2115908.5	4219339	12478	0	0	4219339	1	4219339	1	4219339	1
cdifficile	GCF_006454555.fna	4381066	2	2190533	4322072	58994	0	0	4322072	1	4322072	1	4322072	1
cdifficile	GCF_006454575.fna	4146187	2	2073093.5	4132089	14098	0	0	4132089	1	4132089	1	4132089	1
cdifficile	GCF_007000285.fna	4191821	105	39922.1	1090643	200	0	0	270014	5	177030	8	62627	15
cdifficile	GCF_007000295.fna	4187108	79	53001.37	779411	210	0	0	241523	6	200861	9	99524	15
cdifficile	GCF_007000385.fna	4186862	75	55824.83	838597	225	0	0	241432	6	203294	9	99762	15
cdifficile	GCF_007000395.fna	4186564	77	54370.96	671813	223	1	1	241695	6	158028	10	91871	17
cdifficile	GCF_007000415.fna	4203812	142	29604.31	767587	200	3	3	241333	6	181327	10	99520	15
cdifficile	GCF_007000425.fna	4186413	83	50438.71	733266	225	1	1	203347	6	156013	11	66880	18
cdifficile	GCF_007000435.fna	4186681	77	54372.48	1089820	225	0	0	241333	5	161930	9	95714	15
cdifficile	GCF_007000475.fna	4194309	107	39199.15	735252	225	0	0	241576	6	203773	9	91871	15
cdifficile	GCF_007000505.fna	4128982	200	20644.91	314510	200	0	0	88839	13	62129	24	14156	51
cdifficile	GCF_007000515.fna	4127735	214	19288.48	303522	202	0	0	90379	13	46348	25	11389	57
cdifficile	GCF_007000525.fna	4120233	99	41618.52	475756	202	0	0	211645	7	146748	12	41568	21
cdifficile	GCF_007000555.fna	4127784	142	29068.9	385250	201	0	0	138234	9	73988	17	31387	34
cdifficile	GCF_007000575.fna	4121174	97	42486.33	731342	200	0	0	232017	6	196333	9	61608	16
cdifficile	GCF_007000585.fna	4121887	173	23825.94	333661	200	0	0	138038	12	78364	20	20130	41
cdifficile	GCF_007000615.fna	4069384	1065	3821.02	82774	200	0	0	6012	194	4135	355	1791	651
cdifficile	GCF_007000635.fna	4157097	519	8009.82	52287	205	32	32	13780	84	8888	160	4241	295
cdifficile	GCF_007000645.fna	4177123	93	44915.3	731210	205	0	0	224549	6	161891	10	61080	18
cdifficile	GCF_007000655.fna	4104957	340	12073.4	78740	257	14	14	21339	59	12483	109	6048	197
cdifficile	GCF_007000675.fna	4191619	185	22657.4	259691	266	2	2	59129	20	39529	37	13261	70
cdifficile	GCF_007000725.fna	4189305	232	18057.35	141622	214	0	0	37232	36	22146	66	10479	120
cdifficile	GCF_007000735.fna	4255317	149	28559.17	240166	200	0	0	79876	16	51443	28	27161	50
cdifficile	GCF_007000755.fna	4108306	602	6824.43	58436	201	0	0	12977	90	8566	170	3561	317
cdifficile	GCF_007000775.fna	3958740	929	4261.29	67559	201	0	0	7367	155	4545	292	2030	545
cdifficile	GCF_007000785.fna	4119768	1220	3376.86	32109	200	0	0	5701	210	3433	396	1519	742
cdifficile	GCF_007000795.fna	4061561	161	25227.09	155035	229	0	0	61009	24	36514	41	14363	72
cdifficile	GCF_007000825.fna	4145098	757	5475.69	47007	200	0	0	10240	121	6258	222	2765	411
cdifficile	GCF_007000845.fna	4152517	138	30090.7	348435	200	0	0	160772	9	117047	15	46683	25
cdifficile	GCF_007000885.fna	4152832	138	30092.99	331866	201	0	0	102761	14	53104	26	27940	46
cdifficile	GCF_007000895.fna	4228330	698	6057.78	83674	204	0	0	12171	97	6700	193	2986	375
cdifficile	GCF_007000915.fna	4140550	139	29788.13	467688	200	0	0	115848	12	74330	21	25605	39
cdifficile	GCF_007000925.fna	4080246	778	5244.53	45601	215	0	0	10553	119	6605	219	2827	407
cdifficile	GCF_007000945.fna	4078977	463	8809.89	86251	207	0	0	17348	70	10952	130	4580	241
cdifficile	GCF_007000965.fna	4178186	139	30058.89	462394	200	0	0	138058	9	95736	16	37929	28
cdifficile	GCF_007001005.fna	4146952	172	24110.19	179574	201	0	0	68131	19	41629	35	16941	65
cdifficile	GCF_007001015.fna	4029419	1037	3885.65	39294	204	0	0	6795	174	4201	325	1800	611
cdifficile	GCF_007001035.fna	4167835	166	25107.44	318769	201	0	0	102770	13	65073	23	26178	43
cdifficile	GCF_007001045.fna	4147608	167	24835.98	156977	201	0	0	68480	20	39084	36	18019	66
cdifficile	GCF_007001055.fna	4187171	248	16883.75	188077	201	0	0	58900	19	44278	35	20346	64
cdifficile	GCF_007001085.fna	4088074	334	12239.74	69554	215	0	0	23616	54	15250	97	6479	178
cdifficile	GCF_007001115.fna	4120060	401	10274.46	86441	201	0	0	18272	66	11756	120	5857	219
cdifficile	GCF_007001125.fna	4122582	61	67583.31	736559	215	0	0	284204	5	199976	8	100123	14
cdifficile	GCF_007001155.fna	4062261	844	4813.11	53262	205	0	0	8382	151	5184	275	2313	499
cdifficile	GCF_007001175.fna	4153459	223	18625.38	137846	200	0	0	35471	38	25095	66	11369	112
cdifficile	GCF_007001185.fna	4068039	103	39495.52	298941	201	1	1	174943	10	102692	16	55373	26
cdifficile	GCF_007001195.fna	4189649	369	11354.06	568457	200	0	0	147615	8	81536	15	24352	30
cdifficile	GCF_007001225.fna	4283259	206	20792.52	183797	207	0	0	48593	28	28170	52	14451	92
cdifficile	GCF_007001255.fna	4498869	1016	4428.02	114249	200	1	1	27162	44	13911	90	3836	208
cdifficile	GCF_007001275.fna	4245029	389	10912.67	149230	205	0	0	20866	55	12508	109	5621	210
cdifficile	GCF_007001285.fna	4274802	81	52775.33	489780	209	0	0	221727	6	155457	10	107198	17
cdifficile	GCF_007001305.fna	4244111	299	14194.35	117363	215	1	1	31112	39	16952	77	7902	149
cdifficile	GCF_007001325.fna	4246021	215	19748.93	156502	215	0	0	51086	25	27393	48	10813	97
cdifficile	GCF_007001365.fna	4254570	67	63501.04	488685	203	0	0	240592	7	152735	11	93424	17
cdifficile	GCF_007001375.fna	4058419	274	14811.75	134844	203	1	1	32315	37	19702	70	8652	133
cdifficile	GCF_007001395.fna	4091009	207	19763.33	263418	202	1	1	59583	20	36031	37	15980	71
cdifficile	GCF_007001405.fna	4078635	130	31374.12	325678	207	1	1	90794	13	53173	25	23098	47
cdifficile	GCF_007001425.fna	4241500	280	15148.21	143577	208	0	0	29329	38	19089	74	7853	142
cdifficile	GCF_007001435.fna	4074879	165	24696.24	204384	207	0	0	68948	18	35997	35	16673	66
cdifficile	GCF_007001485.fna	4119853	107	38503.3	666062	200	0	0	212454	7	146707	11	43391	22
cdifficile	GCF_007001495.fna	4362674	140	31161.96	260829	202	0	0	110223	14	74125	23	26269	41
cdifficile	GCF_007001505.fna	4364073	141	30950.87	260344	200	0	0	122180	12	64931	22	19477	43
cdifficile	GCF_007001545.fna	4361247	110	39647.7	481821	200	0	0	122180	12	80157	20	43966	34
cdifficile	GCF_007001555.fna	4358685	68	64098.31	481821	200	0	0	210790	7	149377	12	85716	19
cdifficile	GCF_007001585.fna	4358131	74	58893.66	481821	200	0	0	277414	6	209579	10	88170	16
cdifficile	GCF_007001595.fna	4360576	113	38589.17	406296	200	0	0	138203	10	79334	19	33968	34
cdifficile	GCF_007001605.fna	4355628	78	55841.38	481817	202	0	0	242261	7	137864	12	58650	21
cdifficile	GCF_007001645.fna	4356804	68	64070.65	481821	200	0	0	251971	7	162464	11	108037	17
cdifficile	GCF_007001655.fna	4082420	171	23873.8	501737	209	0	0	171229	7	111809	14	49812	24
cdifficile	GCF_007001665.fna	4055225	86	47153.78	352011	219	0	0	142534	10	97509	17	44291	30
cdifficile	GCF_007001705.fna	4054654	103	39365.57	286923	229	0	0	99961	13	63890	22	37037	39
cdifficile	GCF_007001715.fna	4067541	110	36977.65	376586	201	1	1	151316	9	126382	14	60287	24
cdifficile	GCF_007001725.fna	4054377	74	54788.88	368226	229	0	0	134225	9	95757	16	49142	28
cdifficile	GCF_007001735.fna	4069612	117	34783.01	364065	209	0	0	163679	8	130104	14	72193	22
cdifficile	GCF_007001765.fna	4074022	135	30177.94	445842	208	1	1	244338	6	126382	11	72245	18
cdifficile	GCF_007001795.fna	4082943	135	30244.02	613330	200	3	3	182453	7	155743	11	104404	18
cdifficile	GCF_007001815.fna	4254892	80	53186.15	1117127	222	0	0	319021	4	149398	8	78632	15
cdifficile	GCF_007001845.fna	4265563	136	31364.43	748711	203	1	1	428543	4	156071	7	72403	14
cdifficile	GCF_007001855.fna	4272613	150	28484.09	428538	200	0	0	142463	9	109857	15	50807	26
cdifficile	GCF_007001865.fna	4252259	74	57462.96	504266	228	0	0	170856	7	135837	12	59789	22
cdifficile	GCF_007001905.fna	4254533	73	58281.27	784650	222	0	0	321232	4	156022	7	91809	14
cdifficile	GCF_007001925.fna	4262048	224	19027	150098	200	1	1	52562	25	31849	47	12492	90
cdifficile	GCF_007001935.fna	4246919	139	30553.37	168150	200	1	1	80050	18	51424	32	21883	58
cdifficile	GCF_007001945.fna	4189588	92	45539	524508	201	0	0	246494	7	189973	11	67663	19
cdifficile	GCF_007001975.fna	4187986	84	49856.98	512155	201	0	0	228017	7	135879	12	74178	19
cdifficile	GCF_007001985.fna	4247042	114	37254.75	245600	216	2	2	91051	15	71164	26	33214	43
cdifficile	GCF_007002025.fna	4198815	107	39241.26	512155	204	1	1	190085	8	132708	13	67092	23
cdifficile	GCF_007002035.fna	4188703	80	52358.79	512209	204	0	0	227260	7	155483	12	69527	19
cdifficile	GCF_007002055.fna	4188947	86	48708.69	489706	201	0	0	246198	6	155483	10	67563	18
cdifficile	GCF_007002065.fna	4204994	183	22978.11	224336	204	1	1	66466	18	42021	34	14704	69
cdifficile	GCF_007002095.fna	4187773	85	49267.92	525072	201	0	0	248558	6	155483	11	67563	18
cdifficile	GCF_007002105.fna	4206886	151	27860.17	454565	205	1	1	216374	8	131239	13	59478	22
cdifficile	GCF_007002145.fna	4147090	80	51838.62	762511	205	1	1	195533	6	134823	11	93224	19
cdifficile	GCF_007002155.fna	4159210	83	50110.96	762839	202	0	0	174348	5	129493	11	77320	19
cdifficile	GCF_007002165.fna	4150676	79	52540.2	426091	205	1	1	195518	7	129493	13	77283	21
cdifficile	GCF_007002205.fna	4147050	70	59243.57	762862	205	0	0	224939	6	142412	11	77320	18
cdifficile	GCF_007002215.fna	4148060	91	45583.08	425029	206	0	0	156330	8	116280	13	67433	22
cdifficile	GCF_007002235.fna	4148531	82	50591.84	425735	205	0	0	144245	9	115155	15	73032	25
cdifficile	GCF_007002255.fna	4148556	78	53186.62	425581	205	0	0	163709	8	116105	14	77192	22
cdifficile	GCF_007002265.fna	4148541	75	55313.88	426074	206	1	1	195677	7	129100	13	82392	20
cdifficile	GCF_007002285.fna	4142192	84	49311.81	431852	200	0	0	174416	8	105239	14	54006	25
cdifficile	GCF_007002325.fna	4137920	72	57471.11	431876	200	0	0	174567	8	132023	13	58716	23
cdifficile	GCF_007002345.fna	4139054	65	63677.75	552004	200	0	0	277492	5	149391	9	64427	16
cdifficile	GCF_007002355.fna	4142787	161	25731.6	156444	200	2	2	63615	21	45108	36	21809	62
cdifficile	GCF_007002365.fna	4140034	69	60000.49	542375	200	0	0	210718	6	149391	10	85915	17
cdifficile	GCF_007002385.fna	4138058	72	57473.03	602519	200	0	0	162850	8	113710	14	55461	25
cdifficile	GCF_007002415.fna	4120629	138	29859.63	309434	214	0	0	83800	16	52329	29	27736	50
cdifficile	GCF_007002445.fna	4041713	125	32333.7	357168	204	0	0	104899	11	77877	19	30275	35
cdifficile	GCF_007002455.fna	4027905	83	48528.98	307310	215	0	0	164432	10	75829	17	42901	30
cdifficile	GCF_007002465.fna	4019627	164	24509.92	135816	215	0	0	54273	25	32916	44	15487	79
cdifficile	GCF_007002485.fna	4022176	157	25618.96	158560	215	0	0	52905	26	38404	43	18999	74
cdifficile	GCF_007002515.fna	4038271	105	38459.72	752124	201	0	0	161798	7	103481	13	32437	26
cdifficile	GCF_007002545.fna	4046581	130	31127.55	917197	201	2	2	324829	4	126693	9	75244	17
cdifficile	GCF_007002565.fna	4323249	158	27362.34	318637	201	0	0	102008	14	64850	25	32338	42
cdifficile	GCF_007002575.fna	4125056	106	38915.62	219837	203	0	0	90740	15	69760	25	28295	43
cdifficile	GCF_007002585.fna	4124237	133	31009.3	166319	230	0	0	69404	21	47198	35	28174	56
cdifficile	GCF_007002615.fna	4127387	188	21954.19	129841	221	0	0	52684	26	32210	46	14326	85
cdifficile	GCF_007002635.fna	4125874	89	46358.13	514973	230	0	0	111396	10	68315	20	39034	35
cdifficile	GCF_007002665.fna	4127579	93	44382.57	254084	209	0	0	106884	15	69945	24	34288	40
cdifficile	GCF_007002675.fna	4138822	113	36626.74	354810	201	0	0	175330	9	94996	15	56246	25
cdifficile	GCF_007002685.fna	4148990	166	24993.92	269041	211	1	1	126189	12	92288	20	36386	33
cdifficile	GCF_007002705.fna	4152240	149	27867.38	510018	203	2	2	179778	7	135050	12	68394	20
cdifficile	GCF_007113935.fna	4330720	41	105627.32	1872944	312	0	0	451056	2	375522	4	141272	8
cdifficile	GCF_007113975.fna	4329133	43	100677.51	1872915	303	0	0	450699	2	276143	4	102037	9
cdifficile	GCF_007114005.fna	4329040	40	108226	1872932	303	0	0	450789	2	276789	4	141214	9
cdifficile	GCF_007114015.fna	4337217	55	78858.49	1378585	303	0	0	451460	3	342178	5	142888	10
cdifficile	GCF_007114045.fna	4131764	26	158914	1203759	312	452	6	712581	3	631107	4	149308	6
cdifficile	GCF_007114055.fna	4134353	35	118124.37	1203756	318	7	7	713739	3	630839	4	127893	7
cdifficile	GCF_007114075.fna	4134550	32	129204.69	1330679	318	44	6	857412	2	714385	3	135785	6
cdifficile	GCF_007114095.fna	4172002	39	106974.41	1423545	319	34	8	429921	3	284441	5	131758	10
cdifficile	GCF_007114115.fna	4132200	29	142489.66	1179773	312	36	6	712485	3	630874	4	127893	7
cdifficile	GCF_007114145.fna	4248842	65	65366.8	458862	336	13	6	221723	7	115548	13	74661	21
cdifficile	GCF_007114155.fna	4140590	31	133567.42	1331411	312	36	8	644935	3	626424	4	135781	7
cdifficile	GCF_007114185.fna	4249822	75	56664.29	462468	336	204	7	220820	7	134932	12	55321	22
cdifficile	GCF_007114195.fna	4141644	29	142815.31	1203659	312	17	7	646121	3	626409	4	149312	7
cdifficile	GCF_007114205.fna	4142543	36	115070.64	1202795	318	78	7	645552	3	626405	4	149336	7
cdifficile	GCF_007114225.fna	4169210	38	109716.05	1267056	319	23	3	421999	3	283685	6	118151	11
cdifficile	GCF_007114235.fna	4141955	34	121822.21	1179273	318	474	9	626431	3	562554	4	127893	9
cdifficile	GCF_007114285.fna	4050319	26	155781.5	1202871	403	3	3	750086	3	713258	4	135785	6
cdifficile	GCF_007114305.fna	4124196	25	164967.84	1249282	318	87	6	832070	2	633187	4	155067	6
cdifficile	GCF_007114315.fna	4235507	47	90117.17	630322	312	5	5	227176	5	143681	10	81695	16
cdifficile	GCF_007114325.fna	4052867	33	122814.15	1202888	359	30	8	448877	3	239770	5	127721	10
cdifficile	GCF_007114335.fna	4279202	51	83905.92	738407	331	22	6	418713	4	235855	6	132250	11
cdifficile	GCF_007114385.fna	4135872	37	111780.32	1202920	315	23	6	714435	3	632068	4	127893	7
cdifficile	GCF_007114395.fna	4149514	26	159596.69	1196960	318	47	8	770031	3	691024	4	155031	6
cdifficile	GCF_007114405.fna	4150287	26	159626.42	1196106	425	9	9	798471	3	770385	4	154995	5
cdifficile	GCF_007114415.fna	4149216	28	148186.29	1196131	318	27	7	769519	3	690073	4	134182	6
cdifficile	GCF_007114465.fna	4148335	26	159551.35	1316313	318	51	8	842380	2	465796	4	134158	7
cdifficile	GCF_007114485.fna	4235823	47	90123.89	630322	312	6	5	227180	5	153502	9	81032	16
cdifficile	GCF_007114495.fna	4216550	67	62933.58	766303	327	32	12	219429	6	141406	11	56443	20
cdifficile	GCF_007114515.fna	4234626	41	103283.56	839605	312	5	5	298143	4	153459	8	81427	15
cdifficile	GCF_007114535.fna	4213502	63	66880.98	916377	245	6	6	284964	5	141406	9	55829	18
cdifficile	GCF_007114555.fna	4171504	78	53480.82	453789	315	12	12	180590	8	129737	14	72633	22
cdifficile	GCF_007114585.fna	4282599	82	52226.82	631205	312	5	5	181438	8	130349	14	55387	24
cdifficile	GCF_007114595.fna	4345801	45	96573.36	1388416	299	34	8	449517	3	276827	6	141219	10
cdifficile	GCF_007114605.fna	4309225	45	95760.56	630322	248	4	4	227163	5	181411	9	80195	16
cdifficile	GCF_007114645.fna	4346081	48	90543.35	1388380	312	91	6	449707	3	244035	6	142796	10
cdifficile	GCF_007114655.fna	4272568	64	66758.88	506516	302	26	6	204841	7	136061	12	67870	20
cdifficile	GCF_007114685.fna	4248624	83	51188.24	456214	323	30	6	156209	8	115150	14	49748	24
cdifficile	GCF_007114695.fna	4248964	76	55907.42	455972	336	76	9	163098	8	114355	14	68648	23
cdifficile	GCF_007114705.fna	4250453	71	59865.54	467890	336	69	13	187852	7	123590	13	55325	22
cdifficile	GCF_007114725.fna	4219771	64	65933.92	652478	309	2	2	239803	6	192049	10	115944	15
cdifficile	GCF_007114735.fna	4221627	66	63964.05	652556	309	110	10	227532	6	168986	10	111409	16
cdifficile	GCF_007114785.fna	4218668	62	68043.03	652451	309	16	3	227523	6	165596	10	111409	16
cdifficile	GCF_007114805.fna	4220202	57	74038.63	877083	309	86	5	246290	5	192586	9	135539	14
cdifficile	GCF_007114815.fna	4132313	54	76524.31	1155784	305	98	7	391954	4	258474	6	84501	12
cdifficile	GCF_007114825.fna	4132037	54	76519.2	1157449	311	37	7	277664	4	190173	7	83662	13
cdifficile	GCF_007114835.fna	4129945	51	80979.31	1155551	305	18	6	277826	4	190188	7	83659	13
cdifficile	GCF_007114885.fna	4315640	51	84620.39	630417	312	168	7	228345	5	136412	9	79305	17
cdifficile	GCF_007114905.fna	4309708	48	89785.58	630322	312	4	4	227978	5	135087	10	79511	17
cdifficile	GCF_007114915.fna	4309932	45	95776.27	630322	312	6	6	227121	5	178037	9	93322	16
cdifficile	GCF_007114935.fna	4309409	48	89779.35	630322	255	3	3	315786	5	181415	9	79259	16
cdifficile	GCF_007114945.fna	4310585	45	95790.78	630322	312	5	5	227106	5	181428	9	79514	17
cdifficile	GCF_007114985.fna	4139090	35	118259.71	822098	312	29	5	404642	4	234263	7	137467	12
cdifficile	GCF_007114995.fna	4138366	39	106111.95	762383	346	10	3	419144	4	315407	6	138514	11
cdifficile	GCF_008245165.fna	4123685	1	4123685	4123685	4123685	0	0	4123685	1	4123685	1	4123685	1
cdifficile	GCF_008579085.fna	3975570	85	46771.41	298037	201	0	0	163922	9	129324	15	64334	23
cdifficile	GCF_008868185.fna	4076801	297	13726.6	86264	211	0	0	25831	46	16431	86	6926	156
cdifficile	GCF_009362915.fna	4142594	2	2071297	4100340	42254	0	0	4100340	1	4100340	1	4100340	1
cdifficile	GCF_009730495.fna	4178106	1	4178106	4178106	4178106	0	0	4178106	1	4178106	1	4178106	1
cdifficile	GCF_009831175.fna	4131832	105	39350.78	483781	202	0	0	191575	8	139596	13	67398	21
cdifficile	GCF_009867095.fna	4038993	1	4038993	4038993	4038993	0	0	4038993	1	4038993	1	4038993	1
cdifficile	GCF_009903385.fna	4397387	2	2198693.5	4355981	41406	0	0	4355981	1	4355981	1	4355981	1
cdifficile	GCF_009903395.fna	4334203	2	2167101.5	4300631	33572	0	0	4300631	1	4300631	1	4300631	1
cdifficile	GCF_009903465.fna	4160453	2	2080226.5	4148821	11632	0	0	4148821	1	4148821	1	4148821	1
cdifficile	GCF_009903485.fna	4396793	6	732798.83	4067831	11178	0	0	4067831	1	4067831	1	4067831	1
cdifficile	GCF_009903525.fna	4087864	2	2043932	4080859	7005	0	0	4080859	1	4080859	1	4080859	1
cdifficile	GCF_009903535.fna	4390781	5	878156.2	4271724	6957	0	0	4271724	1	4271724	1	4271724	1
cdifficile	GCF_009903545.fna	4344292	3	1448097.33	4302690	8116	0	0	4302690	1	4302690	1	4302690	1
cdifficile	GCF_009917325.fna	4122985	78	52858.78	489260	270	0	0	233898	6	106492	11	43991	22
cdifficile	GCF_011045515.fna	3635185	2	1817592.5	3592931	42254	65	1	3592931	1	3592931	1	3592931	1
cdifficile	GCF_011602815.fna	4073751	55	74068.2	1308625	210	0	0	402523	3	230108	5	131762	10
cdifficile	GCF_011812885.fna	4122150	660	6245.68	99003	205	0	0	14258	91	9600	162	3547	302
cdifficile	GCF_011812895.fna	3855562	777	4962.11	64531	205	0	0	9778	117	5984	217	2582	407
cdifficile	GCF_011881435.fna	3844788	669	5747.07	42575	203	0	0	10967	103	6864	192	3147	354
cdifficile	GCF_011881445.fna	3746057	1270	2949.65	29584	205	0	0	5262	210	3333	389	1469	717
cdifficile	GCF_011881455.fna	4018598	741	5423.21	42840	200	0	0	11125	106	6824	199	2942	368
cdifficile	GCF_011881465.fna	3742274	1179	3174.11	90242	213	0	0	5533	204	3510	372	1514	694
cdifficile	GCF_011881545.fna	3719640	815	4563.98	34393	202	0	0	8187	138	4677	260	2357	471
cdifficile	GCF_011881745.fna	3816299	1099	3472.52	31160	205	0	0	6582	170	4021	322	1700	605
cdifficile	GCF_011882255.fna	3615614	995	3633.78	48096	203	0	0	6095	177	4063	322	1685	590
cdifficile	GCF_011882285.fna	4105453	645	6365.04	59846	205	0	0	16348	80	9398	146	3935	276
cdifficile	GCF_011882295.fna	3795419	864	4392.85	89144	201	0	0	7764	144	4857	271	2147	496
cdifficile	GCF_011882305.fna	3813255	1113	3426.11	42768	213	0	0	5875	189	3830	352	1712	643
cdifficile	GCF_012029735.fna	4157955	237	17544.11	253900	200	0	0	101626	14	66158	25	28461	44
cdifficile	GCF_012029835.fna	4336602	191	22704.72	245348	203	0	0	88703	18	56190	30	26869	50
cdifficile	GCF_012029845.fna	4156766	202	20578.05	242226	200	0	0	79496	16	48353	30	22244	53
cdifficile	GCF_012029905.fna	4045570	229	17666.24	141783	205	0	0	45279	29	26107	51	11496	94
cdifficile	GCF_012030095.fna	4300632	437	9841.26	127385	200	0	0	43733	30	27739	56	11229	104
cdifficile	GCF_012030115.fna	4346754	532	8170.59	415805	200	0	0	138040	10	112873	17	17515	36
