Genome,Scheme,ST,abcZ,bglA,cat,dapE,dat,ldh,lhkA,CC,Lineage
GCF_001827495.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001827505.fna.gz,lmonocytogenes,26,5,10,8,21,6,2,1,CC26,II
GCF_001827535.fna.gz,lmonocytogenes,1079,2,2,12,43,2,1,162,ST1079,I
GCF_001827545.fna.gz,lmonocytogenes,222,21,6,15,8,6,2,14,CC90,II
GCF_001827575.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_001827585.fna.gz,lmonocytogenes,736,11,96,4,16,2,1,5,CC736,I
GCF_001827615.fna.gz,lmonocytogenes,13,7,6,17,6,10,8,1,ST13,II
GCF_001827625.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001827645.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_001827665.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001827695.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_001827715.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001827725.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001827745.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_001827775.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_001827795.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_001827805.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_001827815.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_001827855.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_001827875.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_001827885.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001827905.fna.gz,lmonocytogenes,1262,227,1,1,1,3,1,3,CC1,I
GCF_001827935.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_001827955.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_001827975.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_001827995.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001828005.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001828035.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001828055.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001828065.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_001828095.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_001828115.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001828135.fna.gz,lmonocytogenes,224,11,3,12,38,3,94,2,CC224,I
GCF_001828155.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_001828165.fna.gz,lmonocytogenes,224,11,3,12,38,3,94,2,CC224,I
GCF_001828195.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_001828215.fna.gz,lmonocytogenes,12,5,8,5,7,6,22,1,CC7,II
GCF_001828235.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_001866355.fna.gz,lmonocytogenes,194,3,18,27,3,4,1,5,CC315,I
GCF_001866365.fna.gz,lmonocytogenes,308,3,1,1,1,18,1,3,CC1,I
GCF_001866385.fna.gz,lmonocytogenes,145,1,1,11,11,2,12,5,CC2,I
GCF_001866435.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001866445.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_001866455.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_001866565.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001880165.fna.gz,lmonocytogenes,308,3,1,1,1,18,1,3,CC1,I
GCF_001889585.fna.gz,lmonocytogenes,145,1,1,11,11,2,12,5,CC2,I
GCF_001889645.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001908335.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_001911415.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_001913195.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_001922515.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_001937955.fna.gz,lmonocytogenes,194,3,18,27,3,4,1,5,CC315,I
GCF_001952735.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_001952755.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_001952775.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_001952795.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_001984485.fna.gz,lmonocytogenes,new_alleles,6,~5,6,4,1,62,1,,
GCF_001984505.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001998915.fna.gz,lmonocytogenes,-,5,7,3,5,-,8,6,,
GCF_001998945.fna.gz,lmonocytogenes,-,12,1,4,14,3,-,4,,
GCF_001998985.fna.gz,lmonocytogenes,217,1,9,1,3,7,5,3,CC217,I
GCF_001999005.fna.gz,lmonocytogenes,-,~7,6,10,6,-,2,1,,
GCF_001999025.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_001999045.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_001999065.fna.gz,lmonocytogenes,-,3,1,1,1,3,-,3,,
GCF_001999085.fna.gz,lmonocytogenes,798,7,49,17,21,1,96,6,ST798,II
GCF_001999105.fna.gz,lmonocytogenes,-,2,1,11,3,3,-,7,,
GCF_001999125.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_001999145.fna.gz,lmonocytogenes,-,2,1,11,3,3,-,7,,
GCF_001999165.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_002000265.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_002000285.fna.gz,lmonocytogenes,199,9,10,15,6,8,26,1,CC199,II
GCF_002000295.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002016665.fna.gz,lmonocytogenes,1038,7,15,15,8,6,14,142,CC101,II
GCF_002019485.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_002025165.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_002027805.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002027825.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002027845.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002027865.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_002027885.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_002027905.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_002027925.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002027935.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_002027965.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_002027985.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002028005.fna.gz,lmonocytogenes,425,7,6,15,8,6,2,14,CC90,II
GCF_002028025.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002028035.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002028065.fna.gz,lmonocytogenes,1349,7,6,8,8,6,435,1,CC121,II
GCF_002028085.fna.gz,lmonocytogenes,1349,7,6,8,8,6,435,1,CC121,II
GCF_002028105.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_002028125.fna.gz,lmonocytogenes,54,1,1,12,17,2,1,3,CC54,I
GCF_002028145.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_002028165.fna.gz,lmonocytogenes,431,7,15,15,78,6,14,9,CC101,II
GCF_002028185.fna.gz,lmonocytogenes,431,7,15,15,78,6,14,9,CC101,II
GCF_002028205.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_002028225.fna.gz,lmonocytogenes,20,17,13,3,6,5,7,1,CC20,II
GCF_002028235.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_002028265.fna.gz,lmonocytogenes,18,7,6,15,18,12,6,1,CC18,II
GCF_002029185.fna.gz,lmonocytogenes,54,1,1,12,17,2,1,3,CC54,I
GCF_002043045.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_002086985.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_002101275.fna.gz,lmonocytogenes,489,11,9,12,3,3,1,4,CC489,I
GCF_002103235.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103245.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103255.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103265.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103315.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103325.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103335.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103345.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103395.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103415.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103425.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103435.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103475.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002103485.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002105615.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_002105635.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_002105655.fna.gz,lmonocytogenes,18,7,6,15,18,12,6,1,CC18,II
GCF_002105675.fna.gz,lmonocytogenes,790,7,6,8,4,5,26,1,ST790,II
GCF_002105695.fna.gz,lmonocytogenes,29,15,10,18,18,1,3,1,CC29,II
GCF_002105715.fna.gz,lmonocytogenes,1064,30,6,10,241,6,37,1,ST1064,II
GCF_002114645.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_002114665.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002114675.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_002114705.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_002114725.fna.gz,lmonocytogenes,38,7,15,15,8,11,14,9,CC101,II
GCF_002114735.fna.gz,lmonocytogenes,320,7,10,16,7,35,2,1,CC155,II
GCF_002114765.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_002114785.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_002114795.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_002114825.fna.gz,lmonocytogenes,122,6,5,6,4,1,62,1,CC9,II
GCF_002114845.fna.gz,lmonocytogenes,122,6,5,6,4,1,62,1,CC9,II
GCF_002114855.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002114885.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002114905.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002114915.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002114945.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002114965.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002114975.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002115005.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002115025.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002115035.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002115065.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002115205.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_002116675.fna.gz,lmonocytogenes,626,7,88,106,120,1,249,1,CC33,II
GCF_002131885.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002131895.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002131925.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002131935.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002131965.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002131975.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132005.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132025.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132045.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132055.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132085.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132095.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132125.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132135.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132165.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132185.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132195.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132205.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132245.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002132255.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132265.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132305.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132325.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132335.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132365.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132385.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132405.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132415.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132435.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132465.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132475.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132505.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002132515.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002132545.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132565.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002132575.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132585.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132625.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132645.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132655.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132685.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132705.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132715.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132735.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132765.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132785.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132805.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132815.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132835.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132865.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132885.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132895.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132915.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132945.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132955.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132975.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002132985.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133025.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133045.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133055.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133065.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133105.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133125.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133145.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133165.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002133175.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_002133205.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133215.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133245.fna.gz,lmonocytogenes,554,2,1,9,1,3,5,5,CC554,I
GCF_002133255.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133285.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133295.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002133315.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002133345.fna.gz,lmonocytogenes,554,2,1,9,1,3,5,5,CC554,I
GCF_002144215.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_002144235.fna.gz,lmonocytogenes,557,27,54,64,74,22,157,55,CC396,III
GCF_002144255.fna.gz,lmonocytogenes,557,27,54,64,74,22,157,55,CC396,III
GCF_002144265.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_002144295.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_002144315.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_002144335.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_002149945.fna.gz,lmonocytogenes,382,1,51,11,13,2,5,5,CC183,I
GCF_002156175.fna.gz,lmonocytogenes,66,4,4,4,3,2,28,5,CC3,I
GCF_002156185.fna.gz,lmonocytogenes,328,3,1,1,1,3,131,3,CC1,I
GCF_002206565.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002208215.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_002213505.fna.gz,lmonocytogenes,388,3,1,12,70,2,1,5,CC388,I
GCF_002213525.fna.gz,lmonocytogenes,387,5,6,2,29,5,154,1,CC8,II
GCF_002213545.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_002213565.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_002213585.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_002213605.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_002213625.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_002213645.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_002213665.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_002213685.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_002213705.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_002213725.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_002213745.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_002213765.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_002213785.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_002213805.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_002213825.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_002213845.fna.gz,lmonocytogenes,394,5,5,17,21,39,2,6,CC415,II
GCF_002213865.fna.gz,lmonocytogenes,394,5,5,17,21,39,2,6,CC415,II
GCF_002213885.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002213905.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_002213925.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002213945.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002213965.fna.gz,lmonocytogenes,388,3,1,12,70,2,1,5,CC388,I
GCF_002213985.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002214005.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002214025.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_002214045.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_002214065.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002214085.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_002214105.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_002214125.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_002214145.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_002220325.fna.gz,lmonocytogenes,224,11,3,12,38,3,94,2,CC224,I
GCF_002222685.fna.gz,lmonocytogenes,663,88,79,12,3,18,1,5,CC663,I
GCF_002222695.fna.gz,lmonocytogenes,663,88,79,12,3,18,1,5,CC663,I
GCF_002222705.fna.gz,lmonocytogenes,663,88,79,12,3,18,1,5,CC663,I
GCF_002222715.fna.gz,lmonocytogenes,663,88,79,12,3,18,1,5,CC663,I
GCF_002222765.fna.gz,lmonocytogenes,663,88,79,12,3,18,1,5,CC663,I
GCF_002222775.fna.gz,lmonocytogenes,663,88,79,12,3,18,1,5,CC663,I
GCF_002222785.fna.gz,lmonocytogenes,663,88,79,12,3,18,1,5,CC663,I
GCF_002240245.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_002240265.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_002250305.fna.gz,lmonocytogenes,122,6,5,6,4,1,62,1,CC9,II
GCF_002285655.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_002285835.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_002443315.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_002443325.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002443355.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002443365.fna.gz,lmonocytogenes,18,7,6,15,18,12,6,1,CC18,II
GCF_002443395.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_002443405.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_002443435.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_002443445.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002443455.fna.gz,lmonocytogenes,325,7,14,10,19,1,8,1,CC31,II
GCF_002443475.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_002443515.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_002443525.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_002443545.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_002443565.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002443595.fna.gz,lmonocytogenes,398,7,13,19,6,1,7,1,CC19,II
GCF_002443615.fna.gz,lmonocytogenes,451,7,5,10,21,1,4,1,CC11,II
GCF_002443635.fna.gz,lmonocytogenes,325,7,14,10,19,1,8,1,CC31,II
GCF_002443655.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_002443675.fna.gz,lmonocytogenes,394,5,5,17,21,39,2,6,CC415,II
GCF_002443695.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002443705.fna.gz,lmonocytogenes,36,16,5,8,7,13,4,1,ST36,II
GCF_002443735.fna.gz,lmonocytogenes,29,15,10,18,18,1,3,1,CC29,II
GCF_002443745.fna.gz,lmonocytogenes,36,16,5,8,7,13,4,1,ST36,II
GCF_002443775.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_002443795.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_002443805.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_002443835.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_002443855.fna.gz,lmonocytogenes,29,15,10,18,18,1,3,1,CC29,II
GCF_002443865.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
