Genome,Scheme,ST,aspA,glnA,gltA,glyA,pgm,tkt,uncA,clonal_complex
GCF_016807475.fna.gz,cjejuni,2993,1,2,42,4,11,9,8,ST-362 complex
GCF_016865135.fna.gz,cjejuni,5229,8,2,2,212,10,253,147,
GCF_017351955.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_017352015.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_017356685.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017356745.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017356765.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017356785.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017356805.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017356825.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017356845.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017356865.fna.gz,cjejuni,660,1,3,6,4,54,91,3,ST-22 complex
GCF_017356885.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017356905.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017356925.fna.gz,cjejuni,262,2,1,1,3,2,1,3,ST-21 complex
GCF_017356945.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017356965.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017357025.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017357085.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_017644695.fna.gz,cjejuni,137,4,7,10,4,42,7,1,ST-45 complex
GCF_017644725.fna.gz,cjejuni,230,4,7,41,4,42,7,1,ST-45 complex
GCF_017644735.fna.gz,cjejuni,257,9,2,4,62,4,5,6,ST-257 complex
GCF_017644765.fna.gz,cjejuni,137,4,7,10,4,42,7,1,ST-45 complex
GCF_017644775.fna.gz,cjejuni,267,4,7,40,4,42,51,1,ST-283 complex
GCF_017644795.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_017644805.fna.gz,cjejuni,934,1,1,59,2,10,5,7,
GCF_017644845.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_017644865.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_017644875.fna.gz,cjejuni,934,1,1,59,2,10,5,7,
GCF_017644895.fna.gz,cjejuni,575,1,2,1,4,5,9,3,ST-42 complex
GCF_017644905.fna.gz,cjejuni,814,2,75,4,48,141,34,1,ST-661 complex
GCF_017644945.fna.gz,cjejuni,814,2,75,4,48,141,34,1,ST-661 complex
GCF_017644965.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_017644985.fna.gz,cjejuni,354,8,10,2,2,11,12,6,ST-354 complex
GCF_017644995.fna.gz,cjejuni,137,4,7,10,4,42,7,1,ST-45 complex
GCF_017645025.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_017645045.fna.gz,cjejuni,814,2,75,4,48,141,34,1,ST-661 complex
GCF_017645065.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_017645085.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_017645105.fna.gz,cjejuni,257,9,2,4,62,4,5,6,ST-257 complex
GCF_017645125.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_017645145.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_017645155.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_017645185.fna.gz,cjejuni,137,4,7,10,4,42,7,1,ST-45 complex
GCF_017645205.fna.gz,cjejuni,9401,7,84,1,767,11,3,6,
GCF_017645215.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_017648265.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_017648275.fna.gz,cjejuni,2250,2,1,1,3,2,3,5,ST-21 complex
GCF_017648375.fna.gz,cjejuni,572,62,4,5,2,2,1,5,ST-206 complex
GCF_017813295.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_017813695.fna.gz,cjejuni,2042,2,2,42,4,90,25,8,
GCF_017813725.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_017813755.fna.gz,cjejuni,2042,2,2,42,4,90,25,8,
GCF_018169175.fna.gz,cjejuni,new_ST,8,620,292,28,1072,668,23,
GCF_018176755.fna.gz,cjejuni,new_ST,8,620,292,28,1072,668,23,
GCF_018500585.fna.gz,cjejuni,10221,7,17,5,2,167,3,6,ST-353 complex
GCF_018500635.fna.gz,cjejuni,982,2,1,2,3,2,1,5,ST-21 complex
GCF_018500665.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_018500675.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_018500685.fna.gz,cjejuni,6227,2,1,1,362,2,1,6,ST-21 complex
GCF_018500715.fna.gz,cjejuni,3,3,2,5,10,11,11,6,ST-49 complex
GCF_018500745.fna.gz,cjejuni,10222,2,1,2,3,2,9,5,ST-21 complex
GCF_018500765.fna.gz,cjejuni,353,7,17,5,2,10,3,6,ST-353 complex
GCF_018500785.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_018500795.fna.gz,cjejuni,10221,7,17,5,2,167,3,6,ST-353 complex
GCF_018500805.fna.gz,cjejuni,934,1,1,59,2,10,5,7,
GCF_018500845.fna.gz,cjejuni,353,7,17,5,2,10,3,6,ST-353 complex
GCF_018500865.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_018500875.fna.gz,cjejuni,10220,1,6,61,147,40,180,3,ST-179 complex
GCF_018500935.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_018727205.fna.gz,cjejuni,6461,2,17,5,2,10,59,6,ST-353 complex
GCF_018727425.fna.gz,cjejuni,6532,346,2,3,4,5,9,3,ST-42 complex
GCF_018727585.fna.gz,cjejuni,7010,296,34,27,33,697,545,213,
GCF_018727665.fna.gz,cjejuni,2328,8,2,2,212,153,253,147,
GCF_018727795.fna.gz,cjejuni,6461,2,17,5,2,10,59,6,ST-353 complex
GCF_018727945.fna.gz,cjejuni,2274,9,17,5,10,350,3,3,
GCF_018727985.fna.gz,cjejuni,2066,9,10,5,10,22,3,6,ST-52 complex
GCF_018885125.fna.gz,cjejuni,760,2,1,52,3,2,100,5,ST-21 complex
GCF_018885205.fna.gz,cjejuni,5,7,2,5,2,10,3,6,ST-353 complex
GCF_018885225.fna.gz,cjejuni,760,2,1,52,3,2,100,5,ST-21 complex
GCF_019056415.fna.gz,cjejuni,10483,2,1,12,3,127,1,5,ST-21 complex
GCF_019056455.fna.gz,cjejuni,10560,24,2,2,2,1077,3,1,ST-464 complex
GCF_900000215.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_900036015.fna.gz,cjejuni,403,10,27,16,19,10,5,7,ST-403 complex
GCF_900117385.fna.gz,cjejuni,new_alleles,2,1,~5,3,4,1,5,
GCF_900446415.fna.gz,cjejuni,49,3,1,5,17,11,11,6,ST-49 complex
GCF_900446445.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_900446455.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_900446505.fna.gz,cjejuni,449,7,71,5,62,11,67,6,ST-581 complex
GCF_900446545.fna.gz,cjejuni,267,4,7,40,4,42,51,1,ST-283 complex
GCF_900475265.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_900638165.fna.gz,cjejuni,403,10,27,16,19,10,5,7,ST-403 complex
GCF_900638175.fna.gz,cjejuni,362,1,2,49,4,11,66,8,ST-362 complex
GCF_900638185.fna.gz,cjejuni,354,8,10,2,2,11,12,6,ST-354 complex
GCF_900638195.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_900638205.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_900638225.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_900638235.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_900638285.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_900638365.fna.gz,cjejuni,43,2,1,5,3,4,1,5,ST-21 complex
GCF_902386995.fna.gz,cjejuni,206,2,21,5,37,2,1,5,ST-206 complex
GCF_904844825.fna.gz,cjejuni,52,9,25,2,10,22,3,6,ST-52 complex
GCF_904844835.fna.gz,cjejuni,572,62,4,5,2,2,1,5,ST-206 complex
GCF_904844865.fna.gz,cjejuni,-,2,4,1,-,-,1,5,
GCF_904844875.fna.gz,cjejuni,19,2,1,5,3,2,1,5,ST-21 complex
GCF_904844885.fna.gz,cjejuni,400,8,17,5,2,10,59,6,ST-353 complex
GCF_904844905.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_904844925.fna.gz,cjejuni,5,7,2,5,2,10,3,6,ST-353 complex
GCF_904844945.fna.gz,cjejuni,-,2,1,12,3,-,1,5,
GCF_904844955.fna.gz,cjejuni,50,2,1,12,3,2,1,5,ST-21 complex
GCF_904844965.fna.gz,cjejuni,400,8,17,5,2,10,59,6,ST-353 complex
GCF_904844975.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_904844985.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_904844995.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_904845005.fna.gz,cjejuni,new_alleles,7,17,2,15,~23,3,12,
GCF_904845015.fna.gz,cjejuni,52,9,25,2,10,22,3,6,ST-52 complex
GCF_904845025.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_904845035.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_904845045.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_904845055.fna.gz,cjejuni,-,4,7,-,4,1,-,1,
GCF_904845075.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_904845085.fna.gz,cjejuni,19,2,1,5,3,2,1,5,ST-21 complex
GCF_904845095.fna.gz,cjejuni,22,1,3,6,4,3,3,3,ST-22 complex
GCF_904845115.fna.gz,cjejuni,3335,62,4,5,10,2,1,5,ST-206 complex
GCF_904845165.fna.gz,cjejuni,61,1,4,2,2,6,3,17,ST-61 complex
GCF_904845175.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_904845195.fna.gz,cjejuni,-,180,654,2,-,19,231,147,
GCF_904845205.fna.gz,cjejuni,305,9,53,2,10,11,3,3,ST-574 complex
GCF_904845215.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_904845225.fna.gz,cjejuni,48,2,4,1,2,7,1,5,ST-48 complex
GCF_904845235.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_904845245.fna.gz,cjejuni,45,4,7,10,4,1,7,1,ST-45 complex
GCF_904845255.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_904845265.fna.gz,cjejuni,-,4,7,-,4,1,7,1,
GCF_904845275.fna.gz,cjejuni,21,2,1,1,3,2,1,5,ST-21 complex
GCF_904845315.fna.gz,cjejuni,-,2,1,1,-,-,1,5,
GCF_905397335.fna.gz,cjejuni,267,4,7,40,4,42,51,1,ST-283 complex
GCF_905410075.fna.gz,cjejuni,403,10,27,16,19,10,5,7,ST-403 complex
