Genome,Scheme,ST,dnaE,gyrB,recA,dtdS,pntA,pyrC,tnaA,clonal_complex
GCF_019272095.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272155.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272235.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272355.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272405.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272495.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272575.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272675.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272715.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272755.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272775.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272795.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272815.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272835.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272855.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272875.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019272895.fna.gz,vparahaemolyticus,332,14,30,141,78,4,37,13,no
GCF_019273695.fna.gz,vparahaemolyticus,new_ST,26,201,98,68,26,171,57,
GCF_019273715.fna.gz,vparahaemolyticus,new_ST,3,40,36,41,114,39,26,
GCF_019273735.fna.gz,vparahaemolyticus,new_alleles,27,226,~350,306,26,18,86,
GCF_019273755.fna.gz,vparahaemolyticus,499,22,254,75,205,99,186,26,
GCF_900460415.fna.gz,vparahaemolyticus,331,147,181,127,69,26,18,23,no
GCF_900460535.fna.gz,vparahaemolyticus,1,5,52,27,13,17,25,10,no
GCF_900682685.fna.gz,vparahaemolyticus,-,~209,301,~146,~3,18,~403,-,
GCF_902385965.fna.gz,vparahaemolyticus,65,39,9,27,39,3,37,30,no
GCF_903986635.fna.gz,vparahaemolyticus,new_ST,35,50,63,27,49,203,26,
GCF_903986745.fna.gz,vparahaemolyticus,-,232,56,-,23,56,11,47,
GCF_903986865.fna.gz,vparahaemolyticus,-,232,56,-,23,56,11,36,
